id,carat,cut,color,clarity,depth,table,x,y,z,price
22349,0.3,Premium,J,VS1,61.2,61.0,4.33,4.3,2.64,6.227
22350,1.01,Ideal,F,SI1,63.0,57.0,6.39,6.34,4.01,8.425
22351,0.56,Very Good,J,VS2,60.6,57.0,5.35,5.38,3.25,7.116
22352,0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75,8.389
22353,0.5,Ideal,F,SI1,59.9,56.0,5.36,5.09,3.13,7.228
22354,0.32,Premium,H,VVS1,60.9,58.0,4.43,4.4,2.69,6.842
22355,0.52,Ideal,E,VS2,61.7,57.0,5.1,5.17,3.17,7.363
22356,1.06,Ideal,D,VVS2,61.9,56.0,6.51,6.54,4.04,9.517
22357,1.0,Premium,F,SI1,61.9,60.0,6.39,6.34,3.94,8.639
22358,1.01,Fair,I,SI2,66.1,58.0,6.21,6.04,4.05,8.024
22359,0.59,Very Good,I,SI1,61.7,55.2,5.39,5.41,3.33,7.136
22360,1.52,Premium,I,SI2,62.5,56.0,7.35,7.33,4.59,8.901
22361,1.1,Ideal,D,VS2,61.7,56.0,6.63,6.67,4.1,9.245
22362,0.56,Ideal,H,VS1,61.1,57.0,5.31,5.34,3.25,7.447
22363,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.42,2.74,6.554
22364,1.01,Very Good,F,SI2,62.8,58.0,6.31,6.36,3.98,8.323
22365,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,7.209
22366,0.7,Very Good,E,SI2,62.8,59.0,5.64,5.69,3.56,7.805
22367,0.36,Premium,E,VS2,62.0,58.0,4.56,4.54,2.82,6.921
22368,0.34,Ideal,G,VVS1,60.4,56.0,4.52,4.55,2.74,6.701
22369,1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62,8.994
22370,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,7.972
22371,1.74,Premium,F,I1,59.9,58.0,7.88,7.82,4.7,8.828
22372,0.8,Very Good,E,VS1,60.7,60.0,6.0,6.09,3.67,8.323
22373,0.41,Ideal,F,VS1,60.8,56.0,4.76,4.79,2.92,6.915
22374,1.0,Very Good,E,SI1,62.1,57.0,6.35,6.4,3.96,8.49
22375,1.52,Premium,E,SI2,60.8,60.0,7.42,7.36,4.49,9.126
22376,1.01,Good,G,SI1,63.1,55.0,6.31,6.33,3.99,8.31
22377,0.5,Very Good,D,VS2,61.1,58.0,5.07,5.11,3.11,7.406
22378,0.57,Premium,F,SI1,61.1,60.0,5.44,5.33,3.24,7.136
22379,2.01,Good,I,VS2,65.0,57.0,7.85,7.99,5.15,9.77
22380,0.75,Ideal,D,SI1,62.0,58.0,5.81,5.84,3.61,8.056
22381,0.31,Ideal,H,VVS2,61.3,56.0,4.37,4.4,2.69,6.657
22382,1.19,Ideal,H,I1,61.5,57.0,6.79,6.83,4.19,8.207
22383,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,8.268
22384,2.01,Premium,I,VS2,62.6,59.0,8.04,8.01,5.02,9.728
22385,0.52,Very Good,D,SI2,62.9,56.0,5.14,5.17,3.24,7.162
22386,1.51,Very Good,F,SI1,59.4,57.0,7.48,7.57,4.47,9.291
22387,0.51,Very Good,F,VS2,63.2,56.0,5.1,5.06,3.21,7.361
22388,0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,7.777
22389,1.11,Very Good,D,SI2,61.3,60.0,6.54,6.6,4.03,8.526
22390,0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,6.86
22391,0.52,Premium,G,VS1,62.4,59.0,5.16,5.13,3.21,7.504
22392,0.63,Very Good,H,VS1,61.1,57.0,5.5,5.54,3.37,7.596
22393,1.01,Good,G,VS1,62.7,57.0,6.33,6.42,4.0,8.71
22394,0.26,Premium,E,VVS1,60.9,59.0,4.09,4.12,2.5,6.454
22395,1.22,Ideal,H,VS2,61.9,55.0,6.88,6.83,4.24,8.5
22396,1.02,Ideal,F,SI2,60.7,56.0,6.53,6.5,3.95,8.421
22397,0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66,6.815
22398,0.3,Ideal,F,VS1,61.9,55.0,4.28,4.3,2.66,6.512
22399,1.51,Very Good,I,SI2,62.9,58.0,7.24,7.3,4.57,8.873
22400,1.09,Ideal,F,SI1,61.4,56.0,6.63,6.66,4.08,8.835
22401,0.58,Ideal,G,VVS1,61.5,55.0,5.39,5.44,3.33,7.927
22402,0.7,Good,E,VS1,63.6,58.0,5.67,5.62,3.59,8.063
22403,0.84,Ideal,J,VS2,60.7,56.0,6.17,6.12,3.73,7.773
22404,0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,8.131
22405,1.27,Very Good,J,SI1,60.9,59.0,6.96,7.04,4.26,8.561
22406,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,8.734
22407,0.38,Ideal,G,VS2,61.2,55.0,4.69,4.72,2.88,6.657
22408,0.32,Very Good,G,VS1,63.0,55.0,4.35,4.38,2.75,6.469
22409,0.35,Ideal,E,VVS2,61.3,56.0,4.54,4.6,2.8,6.781
22410,0.46,Very Good,I,VS2,62.3,57.0,4.87,4.92,3.05,6.822
22411,0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,7.815
22412,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,6.469
22413,0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,8.005
22414,0.33,Very Good,I,SI1,63.0,57.0,4.37,4.39,2.76,6.073
22415,1.14,Ideal,F,SI2,61.7,56.0,6.71,6.67,4.13,8.432
22416,1.06,Premium,G,VS1,62.8,56.0,6.52,6.47,4.08,8.872
22417,0.7,Fair,D,SI2,64.5,60.0,5.53,5.47,3.55,7.681
22418,0.52,Very Good,G,VS1,62.4,60.0,5.11,5.12,3.19,7.432
22419,1.12,Very Good,G,IF,60.9,57.0,6.68,6.79,4.1,9.101
22420,0.4,Premium,G,VVS2,62.5,60.0,4.7,4.65,2.92,6.957
22421,0.73,Ideal,E,SI2,62.1,56.0,5.74,5.79,3.58,7.811
22422,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49,9.719
22423,2.58,Premium,H,SI2,62.6,57.0,8.77,8.73,5.48,9.692
22424,0.71,Ideal,H,SI2,61.5,56.0,5.71,5.74,3.52,7.66
22425,0.32,Premium,J,VS2,61.9,58.0,4.38,4.35,2.7,6.223
22426,2.0,Fair,H,SI2,68.7,55.0,7.9,7.67,5.35,9.164
22427,1.2,Very Good,I,SI2,60.3,57.0,6.88,6.95,4.17,8.415
22428,0.9,Premium,H,VS2,62.0,57.0,6.16,6.1,3.8,8.314
22429,0.41,Ideal,H,SI2,60.8,57.0,4.84,4.8,2.93,6.668
22430,0.33,Premium,H,IF,60.3,59.0,4.49,4.47,2.7,7.016
22431,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,6.54
22432,0.9,Premium,G,SI2,61.3,55.0,6.18,6.12,3.77,8.079
22433,0.31,Premium,H,SI1,62.7,58.0,4.31,4.34,2.71,6.075
22434,1.25,Ideal,I,SI2,63.3,56.0,6.87,6.83,4.34,8.574
22435,0.75,Ideal,E,VS2,60.2,57.0,5.93,5.9,3.56,8.068
22436,0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28,7.716
22437,0.3,Very Good,G,VS2,62.1,56.0,4.27,4.3,2.66,6.293
22438,1.04,Premium,F,SI1,59.8,59.0,6.61,6.56,3.94,8.572
22439,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,6.664
22440,0.7,Very Good,F,SI1,61.5,58.0,5.65,5.7,3.49,7.772
22441,0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,8.288
22442,1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0,8.052
22443,1.11,Ideal,G,VS1,61.4,57.0,6.68,6.65,4.09,9.001
22444,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,7.948
22445,0.75,Premium,F,SI1,61.5,58.0,5.83,5.87,3.6,7.895
22446,0.27,Premium,E,VS1,61.5,58.0,4.22,4.17,2.58,6.402
22447,0.41,Ideal,H,VVS1,62.7,54.0,4.78,4.79,3.0,6.95
22448,0.3,Premium,F,VS2,62.5,58.0,4.26,4.28,2.67,6.405
22449,0.57,Ideal,E,VVS2,61.0,57.0,5.37,5.36,3.27,7.827
22450,0.59,Premium,E,SI1,61.8,60.0,5.33,5.39,3.31,7.417
22451,0.35,Premium,I,VS1,61.8,58.0,4.53,4.5,2.79,6.564
22452,0.91,Ideal,G,SI2,61.6,56.0,6.24,6.22,3.84,8.29
22453,0.76,Ideal,E,SI2,61.6,55.0,5.87,5.92,3.63,7.894
22454,0.24,Very Good,E,VVS2,63.4,57.0,3.95,3.97,2.51,6.184
22455,0.3,Ideal,I,SI1,61.2,58.0,4.28,4.31,2.63,6.045
22456,1.18,Premium,I,SI1,61.8,58.0,6.78,6.74,4.18,8.634
22457,0.31,Premium,H,VS1,62.9,58.0,4.34,4.31,2.72,6.548
22458,0.33,Ideal,H,IF,61.9,55.0,4.42,4.44,2.74,6.766
22459,1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98,8.558
22460,0.51,Ideal,E,VVS1,62.0,57.0,5.12,5.14,3.18,7.835
22461,1.14,Ideal,H,SI2,62.6,57.0,6.71,6.65,4.18,8.331
22462,0.71,Ideal,D,SI1,60.9,57.0,5.75,5.79,3.51,8.09
22463,0.75,Ideal,D,SI2,62.2,55.0,5.83,5.87,3.64,7.922
22464,0.36,Ideal,G,SI1,61.5,54.0,4.6,4.63,2.84,6.347
22465,0.7,Ideal,D,SI2,60.3,56.0,5.77,5.73,3.47,7.793
22466,0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,8.336
22467,0.6,Premium,E,VS2,59.9,61.0,5.53,5.48,3.3,7.557
22468,1.24,Very Good,G,VS1,60.2,58.0,6.96,7.0,4.2,9.184
22469,0.53,Very Good,D,VVS2,60.5,57.0,5.23,5.31,3.19,7.841
22470,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,7.568
22471,1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18,8.502
22472,1.5,Good,G,VS1,63.8,58.0,7.21,7.12,4.57,9.527
22473,2.06,Good,I,VS2,60.2,64.0,8.34,8.14,4.97,9.619
22474,1.17,Ideal,H,SI1,61.1,57.0,6.77,6.83,4.16,8.759
22475,2.12,Ideal,I,SI1,62.2,57.0,8.21,8.14,5.08,9.416
22476,0.31,Very Good,G,SI1,60.4,58.0,4.39,4.42,2.66,6.136
22477,0.31,Ideal,G,VS1,62.9,57.0,4.32,4.3,2.71,6.687
22478,1.8,Ideal,H,VS1,62.3,56.0,7.76,7.79,4.84,9.614
22479,1.01,Ideal,F,VVS1,60.5,60.0,6.45,6.47,3.91,9.23
22480,0.59,Very Good,J,VS2,61.9,58.0,5.35,5.38,3.32,7.16
22481,0.71,Premium,F,SI2,62.2,57.0,5.66,5.6,3.5,7.621
22482,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,8.799
22483,0.34,Very Good,I,VVS1,61.9,58.0,4.43,4.52,2.77,6.439
22484,0.91,Ideal,H,SI1,62.4,57.0,6.18,6.23,3.87,8.198
22485,1.11,Very Good,H,SI2,63.4,55.0,6.54,6.51,4.14,8.301
22486,0.31,Good,H,VS2,63.8,56.0,4.33,4.29,2.75,6.373
22487,1.78,Very Good,D,SI2,62.5,57.0,7.76,7.8,4.86,9.471
22488,0.9,Very Good,G,VS2,63.1,56.0,6.14,6.04,3.84,8.368
22489,1.01,Good,E,VS2,63.4,60.0,6.31,6.37,4.02,8.805
22490,0.33,Ideal,G,VVS1,61.7,55.0,4.44,4.48,2.75,6.731
22491,0.3,Premium,E,VVS2,61.5,60.0,4.28,4.31,2.64,6.671
22492,0.85,Premium,E,VS2,60.2,60.0,6.14,6.09,3.68,8.244
22493,0.32,Very Good,G,VS1,62.8,58.0,4.34,4.39,2.74,6.469
22494,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,6.991
22495,1.18,Premium,G,VVS2,59.7,58.0,6.94,6.9,4.13,9.163
22496,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,8.056
22497,0.42,Ideal,D,SI1,62.1,54.0,4.84,4.86,3.01,6.635
22498,0.51,Very Good,E,VVS2,62.8,57.0,5.06,5.1,3.19,7.671
22499,0.3,Ideal,E,VS2,61.7,58.0,4.27,4.29,2.64,6.431
22500,0.72,Premium,F,VS2,62.7,59.0,5.71,5.75,3.59,7.857
22501,0.5,Premium,H,VS1,60.3,58.0,5.22,5.17,3.13,7.241
22502,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97,8.344
22503,1.57,Premium,G,VS2,62.7,60.0,7.46,7.38,4.65,9.368
22504,0.34,Ideal,G,IF,62.2,56.0,4.45,4.46,2.77,6.892
22505,0.32,Ideal,I,IF,61.4,57.0,4.39,4.44,2.71,6.485
22506,0.9,Premium,E,SI1,60.8,59.0,6.19,6.24,3.78,8.404
22507,1.5,Premium,G,VS2,62.5,59.0,7.27,7.23,4.53,9.456
22508,0.55,Premium,F,VS2,62.2,58.0,5.26,5.22,3.26,7.437
22509,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,6.361
22510,0.33,Ideal,F,VVS1,61.1,56.0,4.45,4.48,2.73,6.795
22511,0.32,Ideal,G,IF,61.3,54.0,4.41,4.47,2.72,6.822
22512,1.5,Ideal,E,SI1,61.9,57.0,7.37,7.31,4.54,9.193
22513,0.79,Good,H,SI2,59.2,58.0,6.05,6.07,3.59,7.76
22514,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82,6.789
22515,0.31,Ideal,G,IF,62.0,54.0,4.39,4.35,2.71,6.935
22516,0.4,Ideal,E,VS1,60.1,57.0,4.77,4.82,2.88,6.836
22517,0.58,Ideal,F,VVS1,61.7,56.0,5.33,5.37,3.3,7.927
22518,0.38,Premium,G,VS1,61.0,58.0,4.71,4.67,2.86,6.974
22519,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,8.97
22520,0.33,Premium,G,VS1,60.3,58.0,4.52,4.5,2.72,6.681
22521,0.61,Premium,E,SI2,61.3,59.0,5.48,5.39,3.33,7.447
22522,0.79,Ideal,D,SI1,61.2,56.0,5.95,6.02,3.66,8.084
22523,1.0,Good,D,SI2,57.8,58.0,6.61,6.55,3.8,8.365
22524,1.14,Ideal,H,SI1,61.6,57.0,6.7,6.75,4.14,8.518
22525,1.05,Ideal,I,VS2,62.2,56.0,6.52,6.5,4.05,8.14
22526,0.3,Good,G,SI2,63.7,54.0,4.23,4.25,2.7,5.976
22527,0.32,Ideal,G,VS2,61.6,57.0,4.41,4.39,2.71,6.579
22528,0.32,Ideal,G,VVS1,61.9,56.0,4.39,4.4,2.72,6.736
22529,0.3,Ideal,I,SI2,61.0,59.0,4.3,4.33,2.63,6.004
22530,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,8.952
22531,0.4,Ideal,F,VVS1,62.5,57.0,4.75,4.72,2.96,7.188
22532,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,7.797
22533,1.59,Ideal,J,VS1,62.1,55.0,7.47,7.51,4.65,9.097
22534,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,7.951
22535,0.82,Very Good,G,SI2,63.4,55.0,5.96,5.93,3.77,7.711
22536,0.9,Fair,G,I1,66.0,58.0,5.96,5.88,3.91,7.745
22537,0.44,Premium,G,SI1,61.0,60.0,4.93,4.88,2.99,6.898
22538,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,6.842
22539,2.11,Premium,H,VS2,60.8,61.0,8.32,8.28,5.05,9.705
22540,0.26,Very Good,E,VVS1,62.9,61.0,4.01,4.06,2.54,6.304
22541,0.53,Ideal,G,SI1,62.4,55.0,5.21,5.18,3.24,7.192
22542,0.55,Ideal,F,VVS1,61.9,55.0,5.27,5.3,3.27,7.775
22543,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,9.588
22544,0.52,Premium,D,VS2,61.2,58.0,5.2,5.16,3.17,7.56
22545,0.41,Ideal,H,SI1,61.2,57.0,4.76,4.78,2.92,6.526
22546,0.9,Very Good,F,SI1,59.1,59.0,6.3,6.35,3.74,8.411
22547,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,6.256
22548,0.38,Ideal,G,SI1,61.0,55.0,4.69,4.73,2.87,6.583
22549,0.3,Premium,F,VS2,60.6,60.0,4.39,4.36,2.65,6.654
22550,1.07,Ideal,F,SI1,59.4,57.0,6.73,6.67,3.98,8.601
22551,0.28,Very Good,H,VVS1,62.9,54.0,4.2,4.23,2.65,6.263
22552,1.0,Good,D,SI1,64.3,62.0,6.18,6.13,3.96,8.369
22553,0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,7.976
22554,1.01,Good,D,IF,63.4,59.0,6.26,6.39,4.01,9.621
22555,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,6.153
22556,0.9,Very Good,I,SI1,60.6,56.0,6.23,6.28,3.79,8.224
22557,0.31,Ideal,F,VVS1,61.8,56.0,4.34,4.36,2.69,6.799
22558,1.1,Good,D,SI2,57.0,62.0,6.91,6.84,3.92,8.38
22559,0.34,Premium,J,VS2,62.3,60.0,4.49,4.46,2.79,6.284
22560,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,7.728
22561,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,7.953
22562,0.79,Good,E,SI1,63.2,56.0,5.83,5.91,3.71,8.041
22563,0.34,Ideal,F,SI1,63.0,54.0,4.5,4.48,2.83,6.589
22564,0.7,Premium,G,VS2,58.2,60.0,5.84,5.78,3.38,7.753
22565,0.71,Ideal,F,VS2,62.3,57.0,5.69,5.74,3.56,7.983
22566,0.32,Ideal,G,SI1,62.6,55.0,4.38,4.41,2.75,6.098
22567,0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,6.405
22568,1.01,Fair,E,VVS1,66.1,55.0,6.19,6.1,4.06,9.051
22569,2.09,Premium,I,SI2,60.1,59.0,8.34,8.3,5.0,9.215
22570,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,9.572
22571,0.27,Ideal,E,VS1,60.5,56.0,4.21,4.22,2.55,6.358
22572,0.5,Premium,G,VS1,59.7,60.0,5.14,5.11,3.06,7.465
22573,1.14,Very Good,E,SI2,60.0,54.0,6.74,6.97,4.11,8.629
22574,1.78,Premium,E,SI2,60.5,59.0,7.89,7.8,4.75,9.284
22575,0.7,Premium,I,VS2,60.8,59.0,5.71,5.68,3.46,7.727
22576,0.92,Very Good,D,SI2,62.5,59.0,6.2,6.24,3.89,8.192
22577,1.01,Premium,G,SI1,62.3,59.0,6.37,6.34,3.96,8.328
22578,0.51,Premium,D,VS2,60.9,58.0,5.18,5.14,3.14,7.448
22579,0.9,Very Good,G,SI2,63.2,58.0,6.05,6.1,3.84,8.239
22580,1.5,Ideal,I,VS2,62.6,57.0,7.31,7.26,4.56,9.186
22581,0.83,Ideal,E,VS2,61.3,56.0,6.06,6.08,3.72,8.36
22582,0.7,Good,F,SI1,61.6,65.0,5.71,5.66,3.5,7.784
22583,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,7.546
22584,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,6.594
22585,1.52,Ideal,D,VS2,62.1,58.0,7.36,7.4,4.58,9.675
22586,0.51,Ideal,E,SI1,60.9,54.0,5.17,5.21,3.16,7.212
22587,0.33,Premium,E,SI1,60.4,59.0,4.43,4.47,2.69,6.361
22588,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,7.592
22589,3.24,Premium,H,I1,62.1,58.0,9.44,9.4,5.85,9.417
22590,0.52,Good,H,VS2,63.5,58.0,5.11,5.12,3.25,7.162
22591,1.04,Good,G,VS2,61.4,65.0,6.53,6.47,3.99,8.619
22592,1.15,Premium,G,SI2,62.2,60.0,6.69,6.66,4.15,8.514
22593,1.01,Good,D,SI1,58.5,64.0,6.4,6.45,3.76,8.57
22594,0.41,Good,F,SI1,64.4,56.0,4.69,4.72,3.03,6.491
22595,0.57,Very Good,H,VS2,61.7,54.8,5.34,5.37,3.3,7.381
22596,2.41,Ideal,I,SI2,62.5,57.0,8.57,8.51,5.34,9.74
22597,1.16,Premium,G,VVS1,61.6,55.0,6.85,6.72,4.18,9.369
22598,0.52,Premium,F,VS2,60.7,59.0,5.18,5.14,3.13,7.45
22599,0.57,Premium,D,VS2,61.7,60.0,5.28,5.32,3.27,7.573
22600,1.22,Ideal,I,VS1,61.9,55.7,6.81,6.84,4.23,8.775
22601,0.53,Ideal,I,SI1,61.5,54.0,5.22,5.26,3.22,6.945
22602,0.9,Good,G,SI1,65.2,58.0,6.0,6.06,3.93,8.208
22603,1.0,Premium,F,SI1,60.5,56.0,6.48,6.45,3.91,8.574
22604,0.55,Premium,D,VS2,61.6,56.0,5.33,5.28,3.27,7.546
22605,0.26,Ideal,E,VVS2,62.0,56.0,4.13,4.1,2.55,6.645
22606,0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,6.671
22607,0.29,Very Good,F,VVS2,62.7,58.0,4.22,4.26,2.66,6.498
22608,0.3,Premium,D,VS2,60.6,59.0,4.28,4.36,2.62,6.565
22609,1.14,Very Good,I,VS1,63.3,56.0,6.68,6.6,4.2,8.546
22610,0.34,Premium,F,VS2,61.2,59.0,4.47,4.52,2.75,6.531
22611,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,6.54
22612,0.34,Ideal,G,VS2,62.0,56.0,4.5,4.47,2.78,6.64
22613,0.3,Premium,F,VS1,61.0,60.0,4.3,4.22,2.6,6.564
22614,0.38,Premium,H,VS2,61.8,58.0,4.66,4.63,2.87,6.8
22615,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,8.819
22616,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72,6.762
22617,1.02,Premium,F,VS1,60.5,56.0,6.61,6.52,3.97,8.881
22618,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91,6.981
22619,0.7,Very Good,E,VVS1,62.5,56.0,5.63,5.7,3.54,8.223
22620,1.08,Ideal,H,SI1,60.0,58.0,6.69,6.66,4.01,8.677
22621,1.11,Ideal,E,VS2,61.0,57.0,6.65,6.7,4.08,9.172
22622,1.06,Ideal,F,IF,61.0,57.0,6.64,6.55,4.02,9.323
22623,0.35,Ideal,E,VS1,61.6,57.0,4.53,4.5,2.78,6.969
22624,0.6,Ideal,D,VS2,61.4,53.0,5.45,5.5,3.36,7.813
22625,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,8.042
22626,0.51,Good,H,VS1,63.7,55.0,5.07,5.1,3.24,7.271
22627,1.05,Premium,G,SI2,61.3,58.0,6.55,6.6,4.03,8.353
22628,0.53,Ideal,E,VVS2,62.4,56.0,5.15,5.17,3.22,7.735
22629,0.7,Ideal,D,SI1,61.7,57.0,5.76,5.73,3.54,8.071
22630,0.3,Ideal,H,VS2,61.9,55.0,4.28,4.31,2.66,6.207
22631,0.42,Ideal,G,VS1,61.0,56.0,4.86,4.82,2.95,6.961
22632,1.02,Good,F,VS1,63.7,57.0,6.39,6.35,4.06,8.881
22633,0.7,Premium,F,SI1,62.8,59.0,5.66,5.59,3.53,7.761
22634,0.74,Fair,D,VVS2,65.4,53.0,5.73,5.71,3.74,8.304
22635,0.72,Premium,J,SI1,60.4,61.0,5.87,5.82,3.53,7.365
22636,0.37,Ideal,G,VS2,60.3,56.0,4.67,4.7,2.83,6.525
22637,0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,7.911
22638,0.72,Very Good,J,VS2,63.2,60.0,5.77,5.7,3.63,7.503
22639,0.31,Ideal,G,VVS2,62.7,57.0,4.33,4.31,2.71,6.81
22640,1.03,Ideal,G,VS2,59.6,57.0,6.65,6.6,3.95,8.724
22641,0.94,Good,D,SI2,57.9,61.0,6.48,6.43,3.74,8.047
22642,1.54,Ideal,I,VS2,61.9,55.8,7.38,7.43,4.58,9.21
22643,1.3,Premium,G,VVS1,60.5,60.0,7.01,7.05,4.25,9.311
22644,0.51,Premium,E,VS2,60.6,60.0,5.2,5.19,3.15,7.386
22645,0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,6.8
22646,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,8.826
22647,0.38,Premium,H,VVS1,61.2,60.0,4.7,4.68,2.87,6.94
22648,1.51,Ideal,F,SI1,62.5,57.0,7.27,7.32,4.56,9.277
22649,0.9,Good,F,SI1,63.9,59.0,6.06,6.09,3.88,8.309
22650,0.3,Ideal,F,VS2,60.7,56.0,4.34,4.32,2.63,6.654
22651,1.03,Very Good,E,VS2,61.3,61.0,6.46,6.53,3.98,8.666
22652,0.34,Good,F,VS2,64.3,53.0,4.44,4.48,2.87,6.378
22653,1.83,Premium,G,I1,62.0,58.0,7.84,7.8,4.85,8.75
22654,0.73,Ideal,E,VS2,61.6,56.0,5.8,5.82,3.58,8.14
22655,0.32,Ideal,H,VS1,63.0,55.0,4.42,4.4,2.78,6.579
22656,0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17,7.083
22657,0.3,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,6.738
22658,0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,6.17
22659,0.31,Premium,H,VS1,59.7,58.0,4.41,4.43,2.64,6.299
22660,0.31,Premium,H,VVS2,62.6,60.0,4.33,4.29,2.7,6.687
22661,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,8.031
22662,0.3,Ideal,F,SI1,61.9,56.0,4.3,4.32,2.67,6.163
22663,1.26,Ideal,H,VVS2,61.8,56.0,6.9,6.93,4.28,9.098
22664,1.05,Ideal,F,SI2,61.9,56.0,6.48,6.5,4.02,8.584
22665,1.17,Ideal,G,VVS1,61.7,57.0,6.84,6.9,4.13,9.244
22666,0.7,Very Good,G,VVS2,63.4,59.0,5.62,5.64,3.57,7.974
22667,0.38,Premium,F,SI1,62.0,58.0,4.63,4.6,2.86,6.731
22668,0.41,Premium,G,VS2,60.8,59.0,4.8,4.78,2.91,6.967
22669,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,8.736
22670,0.4,Ideal,E,VVS1,61.7,55.0,4.74,4.76,2.93,7.483
22671,0.31,Very Good,G,VS1,60.4,59.0,4.37,4.41,2.65,6.295
22672,1.0,Premium,F,VVS2,59.9,60.0,6.46,6.5,3.88,9.042
22673,0.32,Premium,G,VVS1,61.9,58.0,4.39,4.36,2.71,6.985
22674,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,6.227
22675,0.54,Ideal,E,SI2,60.6,57.0,5.25,5.28,3.19,7.128
22676,0.35,Ideal,D,VS2,61.5,56.0,4.53,4.55,2.79,6.72
22677,1.16,Ideal,H,VS2,62.1,57.0,6.7,6.73,4.17,8.847
22678,0.25,Very Good,E,VVS1,62.6,57.0,3.98,4.01,2.5,6.306
22679,1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,9.365
22680,0.76,Very Good,E,VS1,62.1,58.0,5.84,5.89,3.64,8.136
22681,0.39,Premium,F,VS1,61.7,58.0,4.71,4.69,2.9,6.863
22682,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,6.286
22683,0.37,Ideal,F,VS2,60.6,56.0,4.64,4.63,2.81,6.864
